Callsign,Relay of,Frequency,City,S/P,Country,Format,Slogan,ID,ERP-H,ERP-V,HAAT-H,HAAT-V,Lat-N,Long-W,Lang,Mode,PI Code,PS Info,Radiotext,PTY,Remarks
XHRRR-FM,,89.5,ENCARNACIÓN DE DÍAZ,JAL,MEX,VARIETY,RRR 89.5,800065,15,15,444.27,444.27,21-39-36,102-13-37,Spanish,,----,XHRRR FM 89.5 MHZ,ENCARNACION,,
CMBP-FM,,89.5,CD. HABANA,CH,CUB,EMERGENCY INFORMATION,,500004,0.251,0,15,0,23-08-09,82-21-32,Spanish,,,,,,Only on when local emergencies.
WUUA,,89.5,GLEN SPEY,NY,USA,ETHNIC,UKRANINAN RADIO,173565,0.11,0.11,120,120,41-31-27,74-52-08,Other,Silent,,,,,"silent 4/30/25 must find new site, can't afford present site"
WLJV-FM1,WLJV 89.5,89.5,FREDERICKSBURG,VA,USA,CONTEMPORARY CHRISTIAN,K-LOVE,190504,0.225,0.225,0,0,38-18-27,77-28-48,,,,,,,
KCEY,,89.5,RANCHOS DE TAOS,NM,USA,UNKNOWN,,173334,16.7,16.7,872,872,36-14-53,105-39-19,,,,,,,
HILA-FM,,89.5,SANTIAGO,ST,DOM,CONTEMPORARY HIT RADIO,EXTASIS FM,710022,1,1,-35,-35,19-26-53,70-41-38,Spanish,,,,,,
HISM-FM,,89.5,SAN JUAN DE LA MAGUANA,JU,DOM,TROPICAL,MANANTIAL FM,710023,7,7,60,60,18-48-20,71-13-52,Spanish,,,,,,
HICS-FM,,89.5,SANTA BÁRBARA DE SAMANÁ,SM,DOM,TROPICAL/SALSA,"FAMA 89.5, LA RADIO DE SAMANÁ",710024,0.25,0.25,53,53,19-12-29,69-19-39,Spanish,,,,,,
4VTM-FM-3,90.9,89.5,GONAÏVES,AR,HTI,CULTURE EDUCATION,RADIO TI MOUN,720020,0.3,0.3,35,35,19-27-04,72-40-48,Creole,,,,,,
4VMN-FM,,89.5,HINCHE,CE,HTI,VARIETY,MEN FM,720021,0.3,0.3,282,282,19-08-28,72-01-51,Creole,Mono,,,,,
4VOR-FM,,89.5,PETIT-GOAVE,OU,HTI,VARIETY,RADIO ORIENTATION,720261,0.3,0.3,40,40,18-30-46,72-37-26,Creole,,,,,,
CBUD-FM,CBTK-FM 88.9,89.5,BONNINGTON FALLS,BC,CAN,NEWS/TALK,CBC RADIO ONE KELOWNA,901420,0.215,0,-397,0,49-28-33,117-29-20,,Mono,,,,,
CKTZ-FM,,89.5,CORTES ISLAND,BC,CAN,COMMUNITY RADIO,CORTES COMMUNITY RADIO,901436,0.08,0,104,0,50-05-35,124-58-49,,,CE21,,,,
HRFE-5,98.9,89.5,CHOLUTECA,CH,HND,RELIGIOUS,ESTÉREO FE,570060,1.159,1.159,48,48,15-27-31,88-02-59,Spanish,,,,,,Tx site Cerro La Cumbre
KNCJ,,89.5,RENO,NV,USA,CLASSICAL/JAZZ,,78489,2.85,2.85,142,142,39-35-03,119-47-52,,,,,,,"University of Nevada, Reno"
KSKO-FM,,89.5,MCGARTH,AK,USA,VARIETY,,198148,0,0.09,0,-25,62-57-29,155-35-49,,,A49A,Public Radio for Interior Alaska,Public Radio for Interior Alaska,Public,
HRBU-1,95.3,89.5,COMAYAGUA,CM,HND,VARIETY,DIGITAL,570059,1,1,509,509,14-26-26,87-33-23,Spanish,,,,,,Tx site Cerro El Horno
CITJ-FM,,89.5,NIPAWIN,SK,CAN,COUNTRY,CORE COUNTRY,902842,0,0.05,0,47.5,53-20-09,104-04-35,,,,,,,
KJAI-FM1,KJAI 89.5,89.5,VENTURA,CA,USA,NEWS/TALK,SOUTHERN CALIFORNIA PUBLIC RADIO,198713,0.005,0.005,0,0,34-17-47,119-16-21,,,,,,,
CKWG-FM,,89.5,WAHGOSHIG LAKE,ON,CAN,ABORIGINAL,WAHGOSHIG FIRST NATION,902543,0.017,0.017,15,15,48-36-43,79-59-02,,,,,,,
6YA-637,89.3,89.5,BAMBOO,SN,JMC,GOSPEL MUSIC,OMEGA RADIO / KLAS,730010,0,5.012,0,593,18-22-29,77-13-42,,,3.00E+03,KLAS-FM,,,3001 - 'KMDD'
6YA-637,89.3,89.5,NEGRIL,WE,JMC,GOSPEL MUSIC,OMEGA RADIO / KLAS,730116,0,1.318,0,180,18-15-19,78-19-46,,,,,,,Mount Airy antenna farm
6YA-637,89.3,89.5,YALLAHS,ST,JMC,GOSPEL MUSIC,OMEGA RADIO / KLAS,730147,0,1,0,432,17-57-47,76-34-57,,,,,,,Cabbage Hill antenna farm
VF5170,,89.5,WHITE ROCK,BC,CAN,,,900549,0,0.001,0,-11.8,49-00-56,122-47-05,,,,,,,
YNF3TB,,89.5,MANAGUA,MN,NCG,CONTEMPORARY CHRISTIAN,NEXO 89.5,520015,1,1,631,631,11-59-53,86-18-10,Spanish,,,,,,Tx site Pochocuape
KQSI-LP,,89.5,SIDNEY,NE,USA,RELIGIOUS TEACHING,,196400,0.1,0,9.8,0,41-09-13,102-59-00,,,,,,,RADIO 74 INTERNATIONALE
TISDV,,89.5,SAN JOSÉ,SJ,CTR,CONTEMPORARY CHRISTIAN,LIFE FM,530028,10,0,1850,0,9-58-23,83-51-45,Spanish,,,,,,Tx site Volcán Irazú
HOPAR,,89.5,RIO RITA,CL,PNR,VARIETY,PORTOBELO STEREO,550012,5.516,5.516,100,100,9-18-15,79-47-34,Spanish,HD,,,,,#ERROR!
HOPMC,91.5,89.5,LAS TABLAS,LS,PNR,VARIETY,FM CORAZON,550014,29.697,29.397,557,227,7-38-50,80-24-56,Spanish,HD,,,,,Tx site Cerro Canajagua
TGEA,,89.5,ESCUINTLA,ES,GTM,TROPICAL,URBANA GT 89 CINCO,560031,10,10,-96,-96,14-18-03,90-47-08,Spanish,,,,,,
TGPB,89.7,89.5,PUERTO BARRIOS,IZ,GTM,NEWS,RADIO EMISORAS UNIDAS,560032,10,10,-36,-36,15-44-02,88-35-47,Spanish,,,,,,
TGSQ,96.9,89.5,SANTA CRUZ DEL QUICHÉ,QC,GTM,NEWS/TALK/SPORTS,SONORA FM,560033,0.316,0.316,-4,-4,15-01-31,91-08-46,Spanish,,,,,,
TGNP,100.5,89.5,GUASTATOYA,PR,GTM,RELIGIOUS,RADIO CULTURAL,560034,10,10,-187,-187,14-51-05,90-04-15,Spanish,,,,,,
TGTG,,89.5,PANAJACHEL,SO,GTM,CULTURE,RADIO PANAJACHEL,560036,0.1,0.1,-478,-478,14-44-44,91-09-10,Spanish,,,,,,
TGCQ,,89.5,SAN JOSÉ ARADA,CQ,GTM,TROPICAL,ESTÉREO SOLAR,560035,0.1,0.1,-357,-357,14-43-23,89-36-09,Spanish,,,,,,
TGMN,,89.5,CABRICÁN,QZ,GTM,CULTURE,RADIO MAM,560037,0.1,0.1,98,98,15-04-26,91-38-55,Spanish,,,,,,
TGEQ,// TGCQ,89.5,ESQUIPULAS,CQ,GTM,TROPICAL,ESTÉREO SOLAR,560038,0.1,0.1,-175,-175,14-34-03,89-20-24,Spanish,,,,,,
TGCB,,89.5,CAJOLÁ,QZ,GTM,TROPICAL,ESTÉREO CAJOLÁ,560039,0.1,0.1,-132,-132,14-55-12,91-36-51,Spanish,,,,,,
TGSS,89.7,89.5,SALCAJÁ,QZ,GTM,NEWS,RADIO EMISORAS UNIDAS,560040,0.1,0.1,-222,-222,14-52-44,91-27-17,Spanish,,,,,,
TGCS,96.9,89.5,COATEPEQUE,QZ,GTM,NEWS/TALK/SPORTS,SONORA FM,560041,0.1,0.1,2,2,14-41-49,91-52-18,Spanish,,,,,,
TGLU,// TGPS,89.5,SANTA LUCIA UTATLÁN,SO,GTM,CULTURE,RADIO PANAJACHEL,560042,0.1,0.1,265,265,14-46-16,91-16-03,Spanish,,,,,,
HRGI,,89.5,GOASCORÁN,VA,HND,VARIETY,ESTÉREO SAGITARIUS,570061,0.1,0.1,-40,-40,13-36-43,87-45-15,Spanish,,,,,,
HRKK,,89.5,SAN LORENZO,VA,HND,VARIETY,KFM STEREO,570062,0.07,0.07,-44,-44,13-35-27,87-26-50,Spanish,,,,,,
HRFW-2,107.7,89.5,SANTA BÁRBARA,SB,HND,RELIGIOUS,RADIO ESTÉREO FIEL,570063,4.704,4.704,30,30,15-09-38,88-20-54,Spanish,,,,,,5AM-11PM sign on; Tx site Cerro Chimizales
HRVH,,89.5,COPÁN RUINAS,CP,HND,RELIGIOUS,RADIO INGLESIA DE DÍOS,570064,0.1,0.1,-237,-237,14-50-42,89-09-14,Spanish,,,,,,5AM-11PM sign on
HRFK,,89.5,LA VIRTUD,LE,HND,VARIETY,LA VOZ DE LA FRONTERA,570065,0,0.1,0,-134,14-03-31,88-41-34,Spanish,,,,,,4AM-10PM sign on
HREG,,89.5,MERCEDES,OC,HND,VARIETY,RADIO MERCEDES,570066,0,0.1,0,97,14-18-33,88-59-14,Spanish,,,,,,6AM-10PM sign on
HRNQ-4,100.1,89.5,DANLÍ,EP,HND,CONTEMPORARY HIT RADIO,SÚPER 100 ESTÉREO,570067,1,1,1499,1499,14-05-39,86-35-49,Spanish,,,,,,English and Spanish Hits
HRRP-2,//,89.5,LA CEIBA,AT,HND,VARIETY,CLUB ESTÉREO,570068,2.125,2.125,-141,-141,15-45-45,86-47-30,Spanish,,,,,,5AM-11PM sign on
HRRP-1,,89.5,TELA,AT,HND,VARIETY,CLUB ESTÉREO,570069,2.125,2.125,192,192,15-44-30,87-25-53,Spanish,,F000,,,,5AM-11PM sign on; (PI F000 - 'WVO')
HRIX-1,105.3,89.5,JUTIAPA,AT,HND,VARIETY,RADIO SAN ISIDRO,570070,0,0.126,0,-82,15-44-34,86-31-00,Spanish,,,,,,
HRWQ,,89.5,CATACAMAS,OL,HND,VARIETY,ANTENA 5 FM,570073,0,1.641,0,-239,14-51-42,85-53-23,Spanish,,,,,,12 hrs/sign on; Tx site Cerro La Cruz
TISDV-1,//,89.5,SAN ISIDRO DE EL GENERAL,SJ,CTR,CONTEMPORARY CHRISTIAN,LIFE FM,530128,2.82,0,2075,0,9-33-16,83-44-42,Spanish,,,,,,Tx site Cerro de la Muerte
VF5211,,89.5,RANKIN INLET,NU,CAN,,,901060,0.003,0,56,0,63-02-14,92-13-13,,,,,,,Agnico Eagle Meliadine Project (gold mine)
KNIB,,89.5,NIKOLAI,AK,USA,VARIETY,,198149,0,0.09,0,9,63-00-51,154-22-17,,,,,,,
KTKF,,89.5,TOK,AK,USA,ETHNIC,VOICE OF DENALI,198722,0.085,0.085,-11.4,-11.4,63-20-22,0143-02-10,,,,,,,
VF5187,,89.5,PORT ALBERNI,BC,CAN,,,901490,0.0001,0,-31.3,0,49-15-53,124-47-10,,,,,,,
XHBON-FM,,89.5,GUADALAJARA,JAL,MEX,NEWS/TALK,RADIO FÓRMULA,801424,3,3,47.5,47.5,20-40-36,103-21-19,Spanish,,58C5,RFormula,,,PI used is that of WBON
